age,education,balance,housing,loan,day,duration,campaign,poutcome,deposit,marital_married,marital_single,contact_telephone,contact_unknown
39,3,1515,1,0,4,815,6,2,1,0,1,0,0
45,1,803,1,0,4,742,4,0,1,1,0,0,0
32,2,400,0,0,4,268,3,0,1,0,1,0,0
39,3,2454,1,0,4,716,3,2,1,0,1,0,0
30,3,533,0,0,4,365,4,0,1,0,1,0,0
63,0,2352,0,0,4,475,7,0,1,1,0,1,0
56,1,9367,0,0,4,617,2,0,1,1,0,0,0
26,2,237,1,0,4,1091,3,0,1,0,1,0,0
37,0,444,0,0,4,1063,5,0,1,0,1,0,0
29,3,9407,0,0,4,267,6,0,1,0,1,0,0
24,2,387,0,0,4,340,8,0,1,0,1,1,0
35,2,2971,0,0,4,429,4,2,1,1,0,0,0
43,3,2643,0,0,4,331,5,0,1,1,0,1,0
39,2,261,0,0,4,841,4,0,1,1,0,0,0
59,2,514,0,0,4,673,6,3,1,0,0,0,0
50,1,5872,1,0,5,762,3,0,1,1,0,0,0
44,2,-368,1,0,5,895,1,0,1,0,0,0,0
35,2,188,1,0,5,863,1,3,1,0,1,0,0
30,2,61,1,0,5,525,1,0,1,1,0,0,0
58,2,2160,1,1,5,1090,1,0,1,1,0,0,0
37,3,658,1,0,5,838,1,0,1,1,0,0,0
39,3,0,1,0,5,811,2,0,1,1,0,0,0
31,2,196,1,0,5,568,1,2,1,0,1,0,0
33,3,94,1,0,5,955,2,0,1,0,1,0,0
41,3,326,1,0,5,788,1,0,1,1,0,0,0
44,2,-395,1,0,5,894,1,0,1,1,0,0,0
46,0,9328,1,0,5,725,3,0,1,1,0,0,0
30,2,-522,1,1,5,670,2,2,1,0,1,0,0
35,2,1286,1,0,5,862,3,1,1,1,0,0,0
27,2,710,1,1,6,653,1,3,1,1,0,0,0
39,3,3,0,0,6,488,1,0,1,0,0,0,0
32,3,0,1,0,6,767,1,0,1,0,1,0,0
37,2,141,1,0,6,848,1,2,1,0,0,0,0
31,2,53,1,1,6,530,1,0,1,0,1,0,0
30,3,415,1,1,6,984,1,2,1,0,0,0,0
34,3,0,1,0,6,611,1,2,1,1,0,0,0
31,2,1979,1,1,6,1205,1,0,1,0,1,0,0
27,2,0,1,0,6,837,1,0,1,1,0,0,0
36,3,7506,1,0,6,839,2,3,1,0,1,0,0
32,2,752,1,0,6,519,2,2,1,1,0,0,0
49,2,99,1,0,6,687,2,2,1,1,0,0,0
29,2,266,1,0,6,540,1,0,1,0,1,0,0
29,2,27,1,0,6,754,1,0,1,0,1,0,0
28,2,524,1,0,6,554,2,0,1,0,1,0,0
60,3,5990,1,0,6,396,3,0,1,1,0,0,0
33,2,3935,1,0,6,765,1,2,1,1,0,0,0
35,3,991,1,0,6,1489,3,0,1,1,0,0,0
31,3,59,1,1,6,1347,2,2,1,0,1,0,0
40,3,1598,1,1,6,1074,4,2,1,1,0,0,0
29,3,0,1,0,6,667,2,0,1,1,0,0,0
35,3,802,1,0,6,686,2,0,1,1,0,0,0
32,3,2465,1,1,7,923,1,0,1,1,0,0,0
26,3,114,1,0,7,457,1,0,1,0,1,0,0
42,1,1461,1,0,7,757,2,2,1,1,0,0,0
33,3,475,1,0,7,1046,1,0,1,0,1,0,0
36,3,4,1,0,7,855,2,2,1,0,1,0,0
35,3,1618,1,1,7,542,1,0,1,0,1,0,0
30,2,-271,1,0,7,609,1,3,1,0,1,0,0
59,2,2166,1,1,7,574,1,0,1,0,1,0,0
44,1,4031,1,0,7,983,4,0,1,1,0,0,0
50,1,5024,1,1,7,661,1,1,1,1,0,0,0
51,2,-1944,1,0,7,623,1,0,1,1,0,0,0
51,2,3025,0,0,7,476,1,1,1,1,0,0,0
60,0,2090,1,0,7,957,2,0,1,1,0,0,0
29,3,0,1,0,7,347,2,2,1,0,1,0,0
43,3,1429,1,0,7,1030,1,3,1,1,0,0,0
31,2,0,1,0,7,895,2,2,1,0,1,0,0
26,2,311,1,0,7,798,2,0,1,0,1,0,0
23,3,66,1,0,7,1391,2,0,1,1,0,0,0
49,1,2146,1,0,7,1516,2,1,1,0,1,0,0
42,2,356,1,0,7,787,3,2,1,1,0,0,0
39,2,62,1,0,7,877,3,0,1,1,0,0,0
45,2,-106,1,1,7,553,3,1,1,1,0,0,0
45,2,608,1,1,7,1135,3,2,1,0,0,0,0
39,2,291,1,0,7,882,2,0,1,0,0,0,0
45,2,-184,1,0,7,878,3,2,1,0,0,0,0
39,2,2345,1,0,8,491,2,2,1,0,1,0,0
23,2,4,1,0,8,763,1,0,1,0,1,0,0
57,2,6005,1,0,8,704,1,2,1,1,0,0,0
32,2,333,1,0,8,501,2,0,1,1,0,0,0
29,3,3041,1,0,8,606,3,0,1,0,1,0,0
42,3,4,1,0,8,579,2,3,1,1,0,0,0
47,1,603,1,1,8,1080,1,0,1,0,0,0,0
36,3,0,1,0,8,308,3,0,1,1,0,0,0
57,3,830,1,1,8,662,1,3,1,1,0,0,0
36,3,962,1,0,8,568,1,0,1,0,1,0,0
53,3,185,1,0,8,1448,2,0,1,0,1,0,0
56,1,-9,1,1,8,728,1,0,1,0,0,0,0
33,3,891,0,0,8,398,2,0,1,0,0,0,0
59,3,148,1,1,8,685,2,1,1,1,0,0,0
47,1,1374,0,1,8,479,2,2,1,1,0,1,0
42,3,-556,1,1,8,682,3,2,1,1,0,0,0
38,3,1612,1,0,8,423,1,0,1,0,1,0,0
40,2,0,1,0,11,657,1,0,1,1,0,0,0
41,2,-109,1,1,11,1038,1,2,1,0,1,0,0
43,3,580,1,0,11,1514,1,2,1,0,0,0,0
24,2,4500,1,0,11,733,2,0,1,1,0,0,0
40,2,-192,1,0,11,666,1,0,1,1,0,0,0
40,2,-438,0,0,11,1017,1,0,1,1,0,0,0
34,2,-701,1,0,11,610,2,0,1,0,1,0,0
36,3,1400,1,0,11,608,3,0,1,0,1,0,0
38,2,5293,1,0,11,475,1,2,1,1,0,0,0
39,2,785,1,0,11,1232,2,0,1,1,0,0,0
25,1,373,1,0,11,819,2,0,1,0,1,0,0
39,3,763,1,0,11,877,7,1,1,1,0,0,0
41,2,1236,1,0,11,911,3,0,1,1,0,0,0
36,2,-811,1,0,12,365,2,0,1,0,0,0,0
34,1,7279,1,0,12,882,1,0,1,1,0,0,0
34,2,479,1,0,12,515,1,2,1,0,0,0,0
38,1,199,1,0,12,1203,1,2,1,0,1,0,0
40,2,1808,1,0,12,560,1,0,1,1,0,0,0
31,2,2,1,1,12,703,4,0,1,1,0,0,0
37,1,-106,1,1,12,690,1,0,1,1,0,0,0
58,2,670,1,0,12,1272,1,0,1,1,0,0,0
48,2,-361,1,0,12,1062,3,1,1,0,0,0,0
35,1,159,1,1,12,826,1,0,1,1,0,0,0
34,2,151,1,0,12,590,1,1,1,0,1,0,0
51,2,518,1,0,12,918,1,0,1,1,0,0,0
39,3,5073,1,0,12,1182,1,2,1,0,1,0,0
39,2,607,1,0,12,454,2,2,1,1,0,0,0
36,1,-308,1,0,12,725,1,0,1,0,0,0,0
47,2,367,1,0,12,309,1,3,1,1,0,0,0
35,2,855,1,0,12,549,1,3,1,0,1,0,0
33,2,1240,1,0,12,844,1,0,1,1,0,0,0
47,2,663,1,1,12,409,1,1,1,1,0,0,0
38,2,895,1,0,12,1531,1,0,1,0,1,0,0
46,1,804,1,0,12,1063,2,3,1,1,0,0,0
42,1,-407,1,1,12,829,7,0,1,1,0,0,0
47,2,802,1,1,12,289,2,0,1,1,0,0,0
37,1,912,1,0,12,637,3,1,1,0,1,0,0
31,3,355,1,0,12,609,1,0,1,0,1,0,0
46,2,3,1,1,12,614,3,0,1,1,0,0,0
36,2,0,1,0,12,398,6,0,1,0,1,0,0
40,2,1836,1,0,12,750,2,0,1,1,0,0,0
39,3,1425,1,0,12,775,3,0,1,1,0,0,0
45,3,963,1,0,12,528,5,0,1,0,0,0,0
59,2,145,1,0,12,556,2,3,1,1,0,1,0
34,2,634,0,1,12,737,3,0,1,1,0,0,0
40,0,87,1,0,13,477,3,0,1,1,0,0,0
50,1,-522,1,0,13,863,3,0,1,1,0,0,0
36,1,319,1,0,13,774,2,2,1,1,0,0,0
35,2,0,1,0,13,1073,1,0,1,0,1,0,0
36,2,478,1,0,13,610,1,0,1,0,1,0,0
35,1,-276,1,0,13,850,1,0,1,0,1,0,0
47,1,4227,1,0,13,659,1,0,1,1,0,0,0
47,1,2785,1,0,13,570,1,0,1,0,1,0,0
38,1,1401,0,0,13,516,1,0,1,1,0,0,0
33,3,0,1,0,13,585,1,0,1,0,1,0,0
38,1,1852,1,0,13,606,1,0,1,1,0,0,0
39,2,462,1,0,13,590,1,0,1,1,0,0,0
43,1,800,1,0,13,902,1,0,1,0,1,0,0
33,2,221,1,0,13,669,1,2,1,1,0,0,0
34,2,1089,1,0,13,394,3,0,1,1,0,0,0
28,2,451,1,0,13,302,1,3,1,0,0,0,0
34,2,496,1,0,13,333,1,0,1,1,0,0,0
42,2,1080,1,1,13,951,3,2,1,0,1,0,0
33,3,1064,1,0,13,562,1,0,1,1,0,0,0
39,3,297,1,0,13,734,2,0,1,1,0,0,0
32,3,3,1,0,13,568,1,0,1,0,1,0,0
34,3,76,1,0,13,747,2,2,1,0,1,0,0
32,1,398,1,0,13,716,1,0,1,0,1,0,0
48,2,83,1,0,13,1101,1,0,1,0,0,0,0
31,2,879,1,0,13,394,1,0,1,1,0,0,0
33,2,210,1,0,13,1207,2,0,1,1,0,0,0
48,2,-276,1,1,13,674,1,0,1,0,0,0,0
33,1,863,1,0,13,622,3,0,1,0,1,1,0
30,3,228,1,0,13,314,2,0,1,0,1,0,0
35,3,1396,1,0,13,809,1,2,1,0,1,0,0
51,1,-19,1,0,13,829,1,2,1,0,0,0,0
38,2,2253,1,0,13,937,3,0,1,0,1,0,0
39,1,0,1,1,13,1975,5,0,1,0,1,0,0
27,1,265,1,0,13,1119,2,0,1,0,1,0,0
50,2,-54,1,1,13,698,2,2,1,0,0,0,0
34,3,3821,1,0,13,649,2,0,1,0,1,0,0
38,1,0,1,0,13,531,2,0,1,0,0,0,0
29,2,-7,1,0,13,1279,3,0,1,0,0,0,0
40,1,830,1,0,13,873,3,2,1,1,0,0,0
32,3,0,1,1,13,440,2,0,1,0,1,0,0
38,1,4406,1,0,13,689,2,0,1,1,0,1,0
36,2,437,1,0,14,722,2,3,1,0,0,0,0
28,1,54,1,0,14,533,1,1,1,0,1,0,0
49,2,-454,1,0,14,558,1,0,1,1,0,0,0
26,2,1006,1,0,14,667,1,0,1,0,1,0,0
44,2,2999,1,0,14,717,1,0,1,0,0,0,0
49,3,85,1,0,14,590,5,1,1,1,0,0,0
31,3,17924,1,0,14,745,1,2,1,0,1,0,0
55,1,8180,0,0,14,854,2,2,1,0,0,0,0
32,3,2431,1,0,14,646,5,0,1,1,0,0,0
35,2,341,1,0,14,345,1,0,1,1,0,0,0
35,2,4963,1,0,14,456,1,2,1,0,1,0,0
31,2,8781,1,0,14,680,1,3,1,1,0,0,0
28,2,-504,1,1,14,578,1,0,1,0,0,0,0
39,3,1738,1,0,14,633,1,1,1,1,0,0,0
48,1,214,1,1,14,307,1,2,1,1,0,0,0
32,2,684,1,0,14,607,3,0,1,1,0,0,0
41,2,580,1,0,14,874,1,2,1,1,0,0,0
34,3,273,1,0,14,492,1,2,1,1,0,0,0
32,2,811,1,0,14,563,1,0,1,0,1,0,0
34,1,0,1,1,14,1020,1,0,1,1,0,0,0
36,3,1354,1,0,14,1723,1,3,1,0,0,0,0
29,2,-254,1,0,14,406,2,0,1,0,0,0,0
54,3,-449,1,0,14,691,1,0,1,0,0,0,0
29,2,7863,1,0,14,1129,1,0,1,1,0,0,0
35,2,336,1,0,14,191,1,2,1,0,0,0,0
36,2,1049,1,0,14,224,4,0,1,1,0,0,0
37,2,6089,1,0,14,616,2,0,1,1,0,0,0
37,3,-42,1,0,14,668,2,0,1,0,0,0,0
31,2,953,1,0,14,479,1,3,1,0,1,0,0
33,2,315,1,1,14,888,3,0,1,0,1,0,0
59,2,5845,0,0,14,1060,2,0,1,0,0,0,0
30,2,378,1,0,14,566,2,0,1,1,0,0,0
53,2,765,1,0,14,959,3,1,1,0,0,0,0
26,2,5795,1,0,14,1094,2,0,1,1,0,0,0
30,2,315,1,0,14,884,3,2,1,0,1,0,0
35,3,916,1,0,14,460,2,0,1,0,1,0,0
34,2,124,1,0,14,604,4,1,1,1,0,1,0
33,2,207,1,0,14,629,4,0,1,1,0,0,0
59,3,422,1,0,14,647,4,0,1,1,0,0,0
36,2,125,1,0,15,676,3,0,1,0,1,0,0
34,2,2,1,0,15,153,2,0,1,0,1,0,0
39,2,7066,1,0,15,667,3,1,1,0,1,0,0
42,2,146,1,1,15,670,4,2,1,1,0,0,0
60,2,496,1,0,15,655,2,0,1,0,0,0,0
56,2,-40,1,0,15,311,1,2,1,0,1,0,0
30,2,140,1,0,15,760,1,0,1,0,1,0,0
26,2,77,1,0,15,619,1,2,1,1,0,0,0
35,1,22,1,0,15,1190,2,1,1,1,0,0,0
22,2,-51,1,0,15,859,1,0,1,0,1,0,0
26,2,26,1,1,15,899,1,0,1,0,1,0,0
28,2,154,1,0,15,536,1,1,1,0,1,0,0
35,2,534,0,0,15,669,1,2,1,0,0,0,0
35,3,1265,1,0,15,326,5,2,1,1,0,0,0
55,3,-466,1,0,15,901,1,0,1,1,0,0,0
32,2,38,1,0,15,744,1,0,1,1,0,0,0
28,2,703,1,0,15,485,1,1,1,0,1,0,0
31,2,685,1,0,15,552,1,2,1,1,0,0,0
23,2,780,1,0,15,416,1,0,1,0,1,0,0
26,3,-67,1,0,15,637,1,0,1,0,1,0,0
46,1,1085,1,1,15,523,2,1,1,1,0,0,0
34,2,29,1,0,15,285,5,0,1,1,0,0,0
60,3,560,0,0,15,730,5,0,1,0,1,0,0
28,3,22,1,0,15,536,2,0,1,0,1,0,0
29,2,6567,1,0,15,792,2,2,1,1,0,0,0
39,2,2139,1,0,15,576,4,2,1,1,0,0,0
54,2,582,1,0,15,693,5,2,1,1,0,0,0
34,2,194,1,1,15,1015,1,0,1,0,1,0,0
27,2,353,1,0,15,663,1,0,1,0,1,0,0
28,2,341,1,0,15,437,3,1,1,0,1,0,0
39,3,-172,1,0,15,562,2,0,1,1,0,0,0
60,2,-639,1,0,15,585,1,0,1,0,0,0,0
26,2,864,1,0,15,659,1,0,1,0,1,0,0
32,2,134,1,1,15,532,3,0,1,1,0,0,0
40,2,50,0,0,15,837,1,0,1,0,1,0,0
25,2,507,1,0,15,832,1,2,1,0,1,0,0
48,2,480,1,0,15,830,1,2,1,1,0,0,0
37,2,-22,1,0,15,317,1,0,1,0,1,0,0
39,2,878,1,0,15,611,5,0,1,0,0,0,0
40,2,2574,1,0,15,432,1,2,1,1,0,0,0
31,3,2734,1,0,15,858,3,0,1,0,1,0,0
42,2,241,1,0,15,1012,3,0,1,0,0,0,0
51,1,129,1,0,15,611,2,0,1,1,0,0,0
28,3,41,1,0,15,885,3,1,1,0,1,0,0
32,3,3387,1,0,15,1111,5,0,1,1,0,0,0
36,2,148,1,0,15,1357,4,2,1,0,1,0,0
36,2,249,1,0,15,709,5,0,1,1,0,0,0
38,3,5774,1,0,15,406,4,1,1,0,1,0,0
36,2,0,1,0,15,1002,4,0,1,0,1,0,0
40,1,1841,1,0,15,880,4,0,1,1,0,0,0
37,1,2120,1,0,15,655,3,2,1,1,0,0,0
51,3,297,1,0,15,415,4,2,1,0,1,0,0
34,2,89,1,0,15,1871,4,0,1,0,0,0,0
56,1,827,1,0,15,462,4,0,1,1,0,1,0
35,2,205,1,1,15,1313,7,2,1,1,0,0,0
34,3,3743,1,0,18,722,4,0,1,1,0,0,0
39,2,117,1,0,18,1032,2,0,1,1,0,0,0
29,2,-493,1,0,18,536,2,2,1,1,0,0,0
33,3,62,1,0,18,473,3,0,1,0,1,0,0
40,2,2040,1,0,18,906,2,2,1,0,1,0,0
22,2,344,1,0,18,347,1,0,1,0,1,0,0
32,2,230,1,0,18,442,1,2,1,0,1,0,0
33,2,1277,1,0,18,827,1,0,1,0,1,0,0
29,2,104,1,0,18,903,4,0,1,1,0,0,0
29,2,706,1,0,18,1340,1,0,1,0,1,0,0
24,2,174,1,1,18,487,1,0,1,0,1,0,0
31,2,239,1,0,18,666,1,3,1,0,1,0,0
27,2,513,1,1,18,351,1,0,1,0,1,0,0
32,3,7290,1,0,18,357,1,0,1,0,1,0,0
30,2,5909,1,0,18,420,2,0,1,0,1,0,0
27,2,-195,1,0,18,391,1,0,1,0,1,0,0
55,2,3917,1,0,18,565,1,0,1,1,0,0,0
28,2,352,1,1,18,431,1,0,1,0,1,0,0
29,3,615,1,0,18,373,1,0,1,0,1,0,0
55,3,0,0,0,18,616,1,3,1,0,0,0,0
25,2,217,1,0,18,504,1,0,1,0,1,0,0
36,2,1015,1,0,18,1008,1,3,1,0,1,0,0
27,0,409,1,0,18,525,1,0,1,1,0,0,0
25,2,1119,1,0,18,1063,1,0,1,0,1,0,0
32,1,12198,1,0,18,178,1,0,1,0,1,0,0
33,3,235,1,0,18,525,1,0,1,0,1,0,0
38,3,170,1,0,18,442,1,0,1,1,0,0,0
45,2,-357,1,1,18,618,1,2,1,0,0,0,0
30,2,2145,1,0,18,727,2,0,1,0,1,0,0
32,1,-454,1,1,18,801,5,2,1,1,0,0,0
26,1,-887,1,0,18,827,2,0,1,0,1,0,0
25,1,292,1,1,18,1027,2,0,1,0,1,0,0
33,2,139,1,1,18,732,2,2,1,1,0,0,0
32,3,2684,1,0,18,542,2,0,1,0,1,0,0
34,1,-1,1,0,18,1057,6,1,1,1,0,0,0
29,3,1387,1,0,18,256,2,0,1,1,0,0,0
28,2,-522,1,1,18,638,2,0,1,1,0,0,0
38,2,-242,1,0,18,1173,3,3,1,0,1,0,0
35,2,719,1,0,18,1359,3,2,1,0,1,0,0
28,2,0,1,1,18,390,5,0,1,0,1,0,0
29,3,497,1,0,18,642,3,3,1,0,1,0,0
20,2,76,1,0,18,639,2,0,1,0,1,0,0
45,2,397,1,1,22,582,1,3,1,0,0,0,0
37,3,3723,0,0,22,354,1,0,1,1,0,0,0
32,3,1625,0,0,22,796,1,2,1,0,1,0,0
59,2,106,0,0,22,186,1,0,1,1,0,0,0
37,2,1543,1,0,22,298,1,2,1,1,0,0,0
59,3,2239,0,0,22,431,1,0,1,1,0,0,0
27,2,1977,1,0,22,449,1,0,1,0,0,0,0
39,3,0,1,0,22,271,1,3,1,0,1,0,0
43,2,2145,0,0,22,271,1,2,1,1,0,0,0
39,2,116,0,0,22,554,2,0,1,1,0,0,0
26,2,620,0,0,22,223,1,3,1,0,1,0,0
39,3,307,0,0,22,182,2,0,1,0,1,0,0
43,0,7702,0,0,22,460,1,3,1,0,0,0,0
27,3,3733,1,0,22,198,1,3,1,0,1,0,0
32,2,3993,0,0,22,148,2,0,1,0,1,0,0
29,3,428,0,0,22,293,2,0,1,0,1,0,0
42,1,5310,1,0,22,545,2,3,1,1,0,0,0
53,0,2509,0,0,22,231,2,0,1,1,0,1,0
36,3,255,0,0,22,970,2,1,1,1,0,0,0
27,3,616,1,0,22,685,1,1,1,0,1,0,0
43,2,733,1,0,25,282,1,3,1,0,1,0,0
60,3,439,0,1,25,464,1,2,1,0,0,0,0
29,2,590,0,0,25,124,1,0,1,0,1,0,0
26,3,567,0,0,25,421,1,0,1,0,1,0,0
26,0,689,0,0,25,678,2,0,1,0,1,0,0
28,3,386,0,0,25,867,1,0,1,0,1,0,0
28,3,0,1,0,25,269,1,2,1,0,1,0,0
28,3,957,0,0,25,915,2,0,1,0,1,0,0
40,2,312,0,0,25,612,7,0,1,1,0,0,0
24,2,167,0,1,25,288,1,3,1,0,1,0,0
56,3,13094,0,0,25,1064,1,0,1,0,0,0,0
34,3,5086,0,0,25,213,4,0,1,0,1,0,0
28,2,707,1,0,25,226,1,0,1,0,1,0,0
37,2,466,1,1,25,377,1,0,1,1,0,0,0
32,2,152,1,0,25,158,2,0,1,0,1,0,0
43,2,1612,0,0,25,262,2,1,1,0,0,0,0
36,3,911,1,1,25,117,2,2,1,1,0,0,0
35,2,27,1,0,25,214,1,1,1,0,1,0,0
29,2,6,0,0,25,315,1,0,1,0,1,0,0
27,2,253,0,0,25,242,2,0,1,0,1,0,0
32,3,705,1,0,25,414,2,2,1,0,1,0,0
33,3,109,1,1,25,601,2,2,1,0,1,0,0
24,2,23878,0,0,26,133,1,3,1,0,1,0,0
58,2,3399,0,0,26,1078,1,1,1,1,0,0,0
43,3,79,0,0,26,640,1,0,1,1,0,0,0
26,3,243,0,0,26,482,1,0,1,1,0,0,0
31,2,138,0,0,26,91,1,1,1,0,1,0,0
25,3,1317,0,0,26,176,1,0,1,0,1,0,0
58,2,2714,0,0,26,165,1,2,1,1,0,0,0
48,3,17964,1,0,26,208,2,1,1,0,0,0,0
60,3,846,0,0,26,1346,1,0,1,1,0,1,0
25,3,326,0,0,26,390,1,0,1,0,1,0,0
26,2,100,0,0,26,445,1,0,1,0,1,0,0
25,2,304,0,0,26,226,2,0,1,0,1,0,0
26,3,39,0,0,26,396,3,0,1,0,1,0,0
32,3,312,0,0,26,208,2,3,1,0,1,0,0
25,3,906,0,0,26,253,1,0,1,1,0,0,0
21,2,524,0,0,26,185,1,0,1,0,1,0,0
41,3,1081,0,0,27,229,3,0,1,0,1,0,0
30,2,983,1,0,27,189,2,0,1,0,1,0,0
47,2,2232,0,0,27,439,1,3,1,0,0,0,0
37,2,1967,0,0,27,242,1,3,1,1,0,0,0
34,2,1406,1,0,27,145,1,0,1,1,0,0,0
28,2,157,0,0,27,155,3,0,1,0,1,0,0
24,3,0,1,0,27,122,2,0,1,0,1,0,0
26,2,2509,0,0,27,776,3,3,1,0,1,0,0
35,2,1368,0,0,27,329,1,1,1,1,0,0,0
54,3,3076,0,0,27,367,2,0,1,0,0,0,0
44,3,7818,0,0,27,412,1,0,1,1,0,0,0
56,2,4118,0,0,27,165,1,0,1,0,1,1,0
25,3,760,1,0,27,223,3,2,1,0,1,0,0
25,0,277,0,0,27,311,2,0,1,0,1,0,0
50,3,253,0,0,28,513,9,0,1,1,0,0,0
55,2,602,0,0,1,324,3,3,1,1,0,0,0
57,3,473,0,0,1,295,1,0,1,1,0,0,0
48,3,1167,1,1,1,264,1,0,1,1,0,0,0
25,3,343,0,0,1,377,1,0,1,0,1,0,0
49,3,1808,1,0,1,205,1,3,1,1,0,0,0
25,2,1199,0,0,1,287,1,0,1,0,1,0,0
38,2,70,0,0,1,263,1,0,1,0,0,0,0
45,2,1723,0,0,1,166,2,0,1,1,0,0,0
33,3,1323,0,0,1,327,1,0,1,1,0,0,0
45,3,2552,0,0,1,69,1,2,1,1,0,0,0
26,2,2613,0,0,1,326,1,0,1,0,1,0,0
49,2,0,0,0,1,1460,1,0,1,1,0,0,0
25,2,938,0,0,1,1048,1,0,1,0,1,0,0
53,2,284,0,0,1,781,1,0,1,1,0,0,0
43,3,1059,0,1,1,335,2,0,1,1,0,0,0
49,2,1684,0,1,1,412,2,0,1,1,0,0,0
54,3,534,0,0,1,177,2,0,1,1,0,0,0
47,2,293,0,0,1,251,1,3,1,1,0,0,0
34,2,262,0,0,1,339,1,0,1,1,0,0,0
54,2,0,0,0,1,174,1,3,1,0,0,0,0
43,3,2367,0,0,1,114,1,1,1,0,0,0,0
23,2,31,0,0,1,192,1,0,1,0,1,0,0
48,3,3842,0,0,1,215,2,0,1,1,0,0,0
30,3,3343,0,0,1,235,1,0,1,0,1,0,0
38,2,804,0,0,1,1087,1,0,1,0,1,0,0
34,0,1011,0,0,1,253,1,0,1,0,1,0,0
52,2,-528,1,1,1,1144,2,0,1,0,1,0,0
27,3,1840,0,0,1,220,1,1,1,0,1,0,0
40,2,1451,0,0,1,314,1,0,1,1,0,0,0
47,3,2351,0,0,2,163,2,3,1,1,0,0,0
26,3,1623,0,0,2,479,1,0,1,0,1,0,0
37,2,597,0,0,2,395,1,0,1,1,0,0,0
34,3,611,0,0,2,350,1,0,1,1,0,0,0
26,3,313,0,1,2,199,1,3,1,0,1,0,0
44,3,1954,0,0,2,294,1,0,1,1,0,0,0
29,3,307,1,0,2,690,1,0,1,0,1,0,0
40,3,7968,0,0,2,596,1,0,1,0,1,0,0
43,2,2160,0,0,2,169,1,0,1,1,0,0,0
52,2,1005,1,0,2,195,1,0,1,0,0,0,0
38,3,1988,0,0,2,103,1,3,1,1,0,0,0
33,2,1117,0,0,2,417,1,0,1,0,0,0,0
50,2,3370,0,0,2,160,2,0,1,1,0,0,0
53,2,109,0,0,2,270,1,0,1,1,0,1,0
42,2,1376,1,0,2,271,2,3,1,1,0,0,0
49,3,523,1,0,2,712,1,2,1,1,0,0,0
27,3,15161,0,0,2,74,1,3,1,0,1,0,0
32,3,653,0,0,2,84,1,0,1,1,0,0,0
31,3,64,0,0,2,261,2,0,1,0,1,0,0
29,2,1165,0,0,2,245,1,0,1,0,1,0,0
49,2,7019,1,0,2,263,1,2,1,1,0,0,0
46,2,1568,1,0,2,310,1,1,1,1,0,0,0
57,1,3109,0,0,2,482,2,0,1,1,0,0,0
28,3,4987,0,0,2,924,2,3,1,0,1,0,0
37,3,189,0,0,2,253,2,0,1,1,0,0,0
38,2,2467,0,0,2,192,1,0,1,1,0,0,0
49,3,5887,0,0,2,181,3,2,1,1,0,0,0
35,3,1354,0,0,2,250,2,0,1,1,0,0,0
29,2,23,1,0,2,163,1,2,1,1,0,0,0
52,2,0,0,0,2,541,3,0,1,1,0,0,0
34,2,978,0,0,3,262,2,3,1,1,0,0,0
60,2,294,0,0,3,206,4,0,1,1,0,1,0
32,2,409,0,0,3,115,2,3,1,1,0,0,0
27,2,261,1,1,3,592,4,0,1,0,1,0,0
55,2,27624,0,0,3,437,1,0,1,1,0,1,0
29,3,3846,0,0,3,313,2,0,1,0,1,0,0
42,2,2913,0,0,3,705,1,2,1,1,0,0,0
33,3,2240,0,0,3,198,1,0,1,0,0,0,0
29,1,5,0,0,3,321,1,0,1,1,0,0,0
39,2,150,0,0,3,296,4,0,1,1,0,0,0
31,3,882,0,0,3,411,1,0,1,0,1,0,0
60,3,366,0,0,3,593,1,0,1,0,0,0,0
25,3,1189,0,0,3,165,1,0,1,0,1,0,0
45,2,204,1,0,3,224,2,0,1,1,0,0,0
29,3,637,1,0,3,340,1,2,1,0,1,0,0
55,3,2383,0,0,3,591,2,0,1,0,0,0,0
26,2,1231,1,0,3,385,2,3,1,0,1,0,0
30,3,3340,0,0,3,238,3,0,1,0,1,0,0
54,2,200,0,0,3,170,1,0,1,0,0,0,0
39,3,48,0,0,3,539,1,0,1,0,1,0,0
26,3,2786,0,0,3,300,2,3,1,0,1,0,0
57,2,5313,0,0,3,200,1,0,1,1,0,0,0
39,3,201,0,0,3,699,1,2,1,1,0,0,0
25,2,389,0,0,3,837,1,0,1,0,1,0,0
43,1,3917,0,0,3,725,2,3,1,1,0,0,0
32,2,889,1,0,3,1076,2,1,1,1,0,0,0
43,3,481,1,0,3,187,1,1,1,0,0,0,0
50,3,810,0,0,4,510,3,0,1,0,0,0,0
35,2,52,1,0,4,328,2,3,1,1,0,0,0
37,3,108,1,1,4,262,2,0,1,1,0,0,0
42,2,684,0,0,4,207,1,0,1,0,1,0,0
27,2,2071,0,0,4,449,1,0,1,1,0,0,0
27,2,339,0,0,4,182,1,0,1,0,1,0,0
29,3,572,0,0,4,224,1,0,1,0,1,0,0
29,2,1779,0,0,4,400,1,0,1,0,1,0,0
26,2,132,0,0,4,217,1,0,1,0,1,0,0
39,3,22086,0,0,4,160,1,0,1,0,1,0,0
41,2,0,1,1,4,352,2,2,1,1,0,0,0
29,3,205,0,0,4,787,1,0,1,1,0,0,0
33,3,317,1,0,4,323,1,1,1,0,1,0,0
32,3,4945,0,0,4,160,1,1,1,1,0,0,0
