person_age,person_gender,person_education,person_income,loan_amnt,loan_int_rate,credit_score,previous_loan_defaults_on_file,loan_status,person_home_ownership_MORTGAGE,person_home_ownership_OWN,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
25.0,0,4,66195.0,18000.0,16.0,668,0,1,0,0,0,0,0,1,0,0
25.0,0,3,85830.0,18000.0,16.45,625,1,0,0,0,0,1,0,0,0,0
25.0,1,4,78750.0,18000.0,15.33,718,0,1,0,0,0,0,0,0,1,0
26.0,1,3,87291.0,18000.0,11.83,692,1,0,0,0,1,0,0,0,0,0
24.0,0,2,80615.0,18000.0,14.54,584,0,1,0,0,0,0,0,0,1,0
24.0,1,2,87404.0,18000.0,7.88,600,1,0,0,0,0,0,0,0,0,1
24.0,1,4,29643.0,3000.0,13.98,597,0,0,0,1,0,1,0,0,0,0
23.0,1,3,89331.0,18000.0,11.01,682,1,0,0,0,0,1,0,0,0,0
25.0,0,3,30184.0,1200.0,15.21,689,0,0,1,0,0,0,0,0,0,1
23.0,0,4,90938.0,18000.0,12.73,616,1,0,0,0,0,1,0,0,0,0
25.0,1,4,29110.0,3500.0,15.58,532,0,1,1,0,0,0,0,0,1,0
23.0,0,1,91967.0,18000.0,9.88,578,1,0,0,0,0,1,0,0,0,0
21.0,1,4,29879.0,7000.0,11.86,617,0,0,0,1,0,0,0,1,0,0
26.0,0,3,94747.0,18000.0,13.49,672,0,0,0,0,0,1,0,0,0,0
21.0,0,2,97282.0,18000.0,7.9,695,0,0,0,0,0,0,0,0,0,1
23.0,1,1,97195.0,18000.0,8.49,655,0,0,0,0,0,0,0,0,0,1
22.0,0,2,97065.0,18000.0,10.99,667,1,0,0,0,0,1,0,0,0,0
26.0,1,1,97068.0,18000.0,13.85,661,1,0,0,0,0,0,1,0,0,0
23.0,1,2,98110.0,18000.0,13.98,568,1,0,0,0,0,0,0,1,0,0
23.0,1,1,29589.0,2800.0,16.07,613,0,1,1,0,1,0,0,0,0,0
23.0,0,3,99196.0,18000.0,11.01,658,1,0,0,0,0,0,0,1,0,0
23.0,0,1,93092.0,18000.0,10.65,540,0,1,0,0,1,0,0,0,0,0
24.0,0,1,29935.0,8500.0,15.7,606,1,0,1,0,0,1,0,0,0,0
26.0,1,4,29897.0,2100.0,13.11,674,0,0,1,0,0,0,0,0,1,0
22.0,1,3,100074.0,18000.0,15.27,652,0,0,0,0,0,0,0,0,0,1
26.0,0,1,29511.0,6000.0,10.99,578,0,0,1,0,0,0,1,0,0,0
25.0,1,4,101710.0,18000.0,9.88,692,1,0,0,0,0,0,1,0,0,0
22.0,0,1,29732.0,2500.0,7.14,661,0,0,1,0,0,0,0,1,0,0
25.0,0,4,102979.0,18000.0,11.71,652,1,0,0,0,0,1,0,0,0,0
26.0,0,3,104467.0,18000.0,8.49,691,1,0,0,0,0,0,0,0,0,1
23.0,0,4,105627.0,18000.0,11.89,709,0,0,0,0,0,1,0,0,0,0
23.0,0,4,106616.0,18000.0,13.16,687,0,0,0,0,0,1,0,0,0,0
23.0,1,4,109401.0,18000.0,8.88,684,1,0,0,0,0,0,0,0,1,0
24.0,1,2,114882.0,18000.0,8.49,520,1,0,0,0,1,0,0,0,0,0
26.0,1,1,115195.0,18000.0,15.31,541,1,0,0,0,0,0,1,0,0,0
24.0,0,3,123296.0,18000.0,12.53,555,1,0,0,0,0,1,0,0,0,0
24.0,1,4,132997.0,18000.0,12.18,609,1,0,0,0,1,0,0,0,0,0
23.0,1,4,106067.0,18000.0,7.51,677,0,1,0,0,0,0,0,1,0,0
26.0,1,3,140325.0,18000.0,11.83,675,0,0,0,0,0,0,0,0,0,1
24.0,1,2,146325.0,18000.0,18.3,624,1,0,0,0,0,0,0,0,1,0
22.0,0,1,151146.0,18000.0,14.79,642,1,0,0,0,0,0,0,1,0,0
25.0,1,3,29847.0,5000.0,10.95,618,1,0,0,1,0,0,0,1,0,0
22.0,0,3,174540.0,18000.0,13.72,599,0,0,0,0,1,0,0,0,0,0
24.0,1,4,186778.0,18000.0,10.62,671,0,0,0,0,0,1,0,0,0,0
22.0,0,3,29678.0,5000.0,12.21,589,1,0,0,1,0,0,0,1,0,0
21.0,1,3,91133.0,17950.0,10.91,632,1,0,0,0,0,1,0,0,0,0
26.0,0,2,156904.0,17950.0,11.01,689,0,0,0,0,0,0,0,0,1,0
25.0,1,1,29768.0,7000.0,9.63,588,0,0,0,1,0,0,0,1,0,0
23.0,0,3,75751.0,17800.0,16.35,706,0,1,0,0,0,0,0,1,0,0
23.0,1,2,29703.0,1500.0,12.21,614,1,0,0,1,0,1,0,0,0,0
22.0,1,2,58463.0,17750.0,13.49,631,0,1,0,0,1,0,0,0,0,0
22.0,0,1,79018.0,17700.0,11.49,580,1,0,0,0,1,0,0,0,0,0
26.0,1,3,29774.0,8000.0,9.76,626,0,0,1,0,0,0,0,0,1,0
24.0,1,3,29945.0,8000.0,11.34,608,1,0,1,0,0,1,0,0,0,0
22.0,0,1,29719.0,3975.0,13.87,581,1,0,1,0,0,1,0,0,0,0
23.0,0,3,54940.0,17625.0,8.9,632,0,1,0,0,1,0,0,0,0,0
25.0,1,4,71926.0,17600.0,12.99,674,1,0,0,0,0,0,0,1,0,0
22.0,1,2,79198.0,17600.0,10.74,658,1,0,0,0,0,1,0,0,0,0
24.0,0,1,85015.0,17600.0,10.62,671,0,0,0,0,0,0,1,0,0,0
24.0,0,1,86667.0,17600.0,11.01,687,0,0,0,0,0,0,1,0,0,0
21.0,0,4,29771.0,5000.0,8.7,637,1,0,1,0,0,1,0,0,0,0
23.0,1,1,30322.0,3500.0,12.99,638,1,0,1,0,0,0,0,0,1,0
24.0,1,1,87591.0,17600.0,17.19,575,0,1,0,0,0,0,0,1,0,0
25.0,0,2,39779.0,17500.0,15.95,594,0,1,0,0,0,0,1,0,0,0
23.0,0,3,44173.0,17500.0,14.22,590,0,1,0,0,0,0,0,0,0,1
21.0,0,3,45829.0,17500.0,12.53,576,0,1,0,0,0,0,0,1,0,0
21.0,0,1,30100.0,4500.0,11.83,634,1,0,0,1,0,0,0,1,0,0
21.0,1,2,30359.0,4000.0,15.05,616,1,0,1,0,0,0,0,0,0,1
24.0,1,1,49727.0,17500.0,10.62,546,0,1,0,0,0,0,0,1,0,0
22.0,1,2,30654.0,1800.0,11.89,634,1,0,0,1,0,0,0,0,0,1
24.0,1,1,30508.0,5000.0,10.75,638,1,0,0,1,0,0,1,0,0,0
25.0,1,2,53946.0,17500.0,12.53,601,0,1,0,0,0,1,0,0,0,0
23.0,1,3,57933.0,17500.0,13.61,603,0,1,0,0,0,0,0,1,0,0
22.0,0,4,59775.0,17500.0,13.85,572,0,1,0,0,0,0,0,1,0,0
23.0,1,1,59911.0,17500.0,13.85,530,0,1,0,0,1,0,0,0,0,0
23.0,1,1,64829.0,17500.0,6.54,606,0,1,0,0,0,0,0,0,0,1
24.0,0,3,67010.0,17500.0,17.19,652,0,1,0,0,0,1,0,0,0,0
24.0,1,3,70497.0,17500.0,13.49,661,1,0,0,0,0,1,0,0,0,0
23.0,0,3,71775.0,17500.0,9.25,613,1,0,0,0,0,1,0,0,0,0
26.0,0,3,73071.0,17500.0,6.54,663,0,0,0,0,0,0,0,0,0,1
26.0,1,1,90937.0,17500.0,7.9,659,1,0,0,0,0,0,0,0,1,0
22.0,0,1,30807.0,5500.0,13.16,648,0,1,1,0,0,0,0,1,0,0
25.0,1,4,115940.0,17500.0,11.71,622,1,0,0,0,0,0,1,0,0,0
21.0,1,3,31015.0,2000.0,13.99,685,1,0,1,0,0,0,0,0,1,0
23.0,1,1,49136.0,17475.0,9.91,618,0,1,0,0,0,1,0,0,0,0
21.0,0,3,55627.0,17475.0,9.91,628,0,1,0,0,1,0,0,0,0,0
23.0,0,2,30846.0,5000.0,12.69,670,0,0,1,0,0,1,0,0,0,0
22.0,0,3,70863.0,17475.0,7.51,677,1,0,0,0,0,1,0,0,0,0
24.0,0,1,99296.0,17400.0,11.99,637,0,0,0,0,0,0,0,0,1,0
24.0,1,3,115945.0,17400.0,10.37,619,1,0,0,0,1,0,0,0,0,0
24.0,0,4,160759.0,17400.0,11.71,525,1,0,0,0,0,1,0,0,0,0
24.0,1,4,115184.0,17200.0,17.58,702,0,0,0,0,0,0,0,0,1,0
23.0,0,3,42839.0,17000.0,10.37,658,0,1,0,0,0,1,0,0,0,0
26.0,0,3,36434.0,17000.0,12.99,724,0,1,0,0,0,0,1,0,0,0
21.0,1,1,30833.0,7000.0,15.58,656,1,0,0,1,0,1,0,0,0,0
22.0,1,2,49087.0,17000.0,10.65,669,0,1,0,0,1,0,0,0,0,0
22.0,0,3,50833.0,17000.0,12.87,632,0,1,0,0,0,0,0,1,0,0
22.0,1,1,51715.0,17000.0,7.66,666,0,1,0,0,1,0,0,0,0,0
24.0,1,3,52999.0,17000.0,13.47,642,0,1,0,0,0,0,0,1,0,0
24.0,1,3,55854.0,17000.0,10.38,578,0,1,0,0,1,0,0,0,0,0
23.0,0,3,57593.0,17000.0,9.99,592,0,1,0,0,1,0,0,0,0,0
25.0,0,3,61097.0,17000.0,16.82,623,0,1,0,0,0,1,0,0,0,0
24.0,0,3,60984.0,17000.0,13.79,653,0,1,0,0,0,0,0,0,1,0
23.0,0,4,31332.0,4575.0,11.01,634,0,0,0,1,0,0,0,0,1,0
23.0,0,3,31349.0,8000.0,11.26,689,1,0,0,1,0,1,0,0,0,0
23.0,1,3,62182.0,17000.0,8.49,625,0,1,0,0,0,0,0,0,1,0
24.0,0,3,54942.0,17000.0,14.96,700,0,1,0,0,0,1,0,0,0,0
25.0,1,1,63261.0,17000.0,12.98,610,0,1,0,0,0,0,0,1,0,0
21.0,0,4,31155.0,6500.0,11.34,610,1,0,0,1,0,0,0,1,0,0
23.0,1,4,63351.0,17000.0,11.58,686,0,1,0,0,1,0,0,0,0,0
24.0,1,2,64211.0,17000.0,11.01,649,0,1,0,0,0,0,1,0,0,0
23.0,1,2,66950.0,17000.0,9.88,619,0,1,0,0,0,0,0,1,0,0
26.0,0,3,31024.0,7400.0,11.01,567,1,0,0,1,0,0,0,0,0,1
24.0,0,3,68170.0,17000.0,7.51,614,1,0,0,0,1,0,0,0,0,0
23.0,1,3,64556.0,17000.0,10.25,577,0,1,0,0,0,0,0,0,1,0
22.0,1,3,31115.0,2400.0,14.27,636,1,0,0,1,0,0,0,1,0,0
23.0,1,2,72793.0,17000.0,11.11,625,1,0,0,0,0,0,0,0,1,0
25.0,1,1,73028.0,17000.0,6.91,710,0,0,0,0,0,0,0,0,1,0
23.0,1,4,31178.0,4000.0,15.27,649,1,0,0,1,0,0,0,1,0,0
25.0,1,1,75508.0,17000.0,5.99,685,1,0,0,0,0,0,0,0,0,1
26.0,0,2,79101.0,17000.0,13.47,578,1,0,0,0,0,0,0,0,0,1
23.0,0,3,84499.0,17000.0,8.88,645,1,0,0,0,0,0,0,0,1,0
25.0,0,2,87492.0,17000.0,7.88,558,1,0,0,0,0,0,0,1,0,0
24.0,1,3,90980.0,17000.0,12.53,669,1,0,0,0,1,0,0,0,0,0
24.0,1,4,91266.0,17000.0,9.33,647,0,0,0,0,0,1,0,0,0,0
23.0,1,3,94695.0,17000.0,10.99,651,0,0,0,0,0,0,0,1,0,0
21.0,1,4,30831.0,3600.0,9.91,718,1,0,1,0,0,0,0,0,0,1
23.0,1,1,103010.0,17000.0,13.11,688,1,0,0,0,0,1,0,0,0,0
22.0,1,3,107908.0,17000.0,9.63,683,0,0,0,0,1,0,0,0,0,0
26.0,1,3,80871.0,17000.0,16.77,541,0,1,0,0,0,0,0,1,0,0
23.0,0,4,109240.0,17000.0,10.59,572,0,0,0,0,0,1,0,0,0,0
26.0,1,2,115122.0,17000.0,11.49,641,1,0,0,0,0,1,0,0,0,0
22.0,0,4,116194.0,17000.0,11.48,514,1,0,0,0,0,0,0,0,1,0
25.0,1,3,137594.0,17000.0,10.37,669,0,0,0,0,0,1,0,0,0,0
26.0,1,1,210866.0,17000.0,9.88,501,1,0,0,0,0,0,0,0,0,1
21.0,1,4,59902.0,16950.0,18.25,625,0,1,0,0,0,0,0,0,1,0
24.0,1,2,87431.0,16875.0,6.54,674,0,0,0,0,1,0,0,0,0,0
26.0,1,4,30654.0,7000.0,6.99,609,1,0,1,0,0,0,0,1,0,0
23.0,1,2,31092.0,7200.0,8.49,511,1,0,0,1,0,0,0,1,0,0
22.0,0,4,42672.0,16800.0,10.99,660,0,1,0,0,0,0,0,0,1,0
22.0,0,3,61297.0,16800.0,12.53,577,0,1,0,0,0,0,0,1,0,0
22.0,1,3,30825.0,1800.0,8.49,538,1,0,1,0,0,1,0,0,0,0
24.0,1,2,67065.0,16800.0,11.01,661,0,1,0,0,0,0,0,1,0,0
22.0,0,1,73185.0,16800.0,14.65,637,1,0,0,0,0,0,0,1,0,0
24.0,0,2,73002.0,16800.0,6.54,681,1,0,0,0,0,1,0,0,0,0
23.0,1,3,72852.0,16800.0,13.85,547,1,0,0,0,0,0,0,1,0,0
26.0,1,3,65653.0,16800.0,12.67,580,0,1,0,0,0,0,0,1,0,0
22.0,1,4,31452.0,3000.0,9.99,670,0,1,1,0,0,0,1,0,0,0
22.0,1,1,79817.0,16800.0,13.49,671,1,0,0,0,0,0,0,1,0,0
22.0,0,3,71832.0,16800.0,16.77,661,0,1,0,0,0,0,0,1,0,0
24.0,0,3,90064.0,16800.0,15.65,619,0,1,0,0,0,0,1,0,0,0
26.0,1,2,117398.0,16800.0,12.42,605,0,0,0,0,0,0,1,0,0,0
26.0,0,4,117420.0,16800.0,6.17,652,1,0,0,0,0,0,0,1,0,0
23.0,1,2,124519.0,16800.0,13.11,549,1,0,0,0,1,0,0,0,0,0
24.0,1,3,151233.0,16800.0,12.42,720,0,0,0,0,0,0,0,0,0,1
25.0,1,1,31156.0,2000.0,14.17,632,1,0,0,1,0,0,1,0,0,0
23.0,0,2,44058.0,16750.0,15.28,690,0,1,0,0,0,0,0,1,0,0
22.0,0,4,54949.0,16750.0,10.75,676,0,1,0,0,1,0,0,0,0,0
26.0,1,1,54970.0,16750.0,12.41,650,0,1,0,0,0,0,0,1,0,0
23.0,1,4,56749.0,16750.0,11.99,668,0,1,0,0,1,0,0,0,0,0
24.0,1,3,30872.0,4000.0,11.11,486,1,0,1,0,0,0,0,1,0,0
26.0,1,4,51523.0,16750.0,17.58,634,0,1,0,0,0,0,1,0,0,0
22.0,0,3,61422.0,16750.0,13.11,616,0,1,0,0,0,0,0,1,0,0
23.0,1,1,65631.0,16750.0,11.01,520,0,1,0,0,0,0,0,0,0,1
24.0,1,2,66074.0,16750.0,20.0,660,0,1,0,0,0,0,0,0,1,0
23.0,0,3,66865.0,16700.0,10.37,628,1,0,0,0,0,1,0,0,0,0
25.0,1,3,71937.0,16600.0,14.18,660,0,1,0,0,0,0,1,0,0,0
26.0,1,1,85078.0,16525.0,13.92,612,1,0,0,0,0,0,0,1,0,0
25.0,1,3,119053.0,16525.0,15.28,655,0,0,0,0,0,0,0,0,1,0
22.0,0,1,49445.0,16500.0,10.75,615,0,1,0,0,0,0,0,1,0,0
26.0,0,3,57881.0,16500.0,11.01,515,0,1,0,0,0,0,0,1,0,0
23.0,1,3,57630.0,16500.0,10.62,615,0,1,0,0,0,0,0,0,0,1
22.0,1,2,58425.0,16500.0,8.9,607,0,1,0,0,0,0,0,1,0,0
25.0,1,2,30903.0,1500.0,6.76,611,0,0,0,1,0,0,0,0,0,1
25.0,0,3,68083.0,16500.0,12.8,688,0,1,0,0,0,0,1,0,0,0
25.0,1,2,69894.0,16500.0,9.32,650,0,1,0,0,0,0,1,0,0,0
24.0,1,4,31001.0,9000.0,7.14,688,0,0,1,0,0,0,0,0,0,1
26.0,0,5,31059.0,11500.0,7.88,682,1,0,0,1,0,0,0,0,0,1
25.0,1,3,30625.0,3000.0,6.76,576,0,0,0,1,0,1,0,0,0,0
26.0,1,1,100982.0,16500.0,16.77,686,0,1,0,0,0,0,0,1,0,0
24.0,0,3,55218.0,16425.0,13.49,621,0,1,0,0,0,0,0,0,1,0
24.0,0,3,74016.0,16400.0,10.99,640,0,0,0,0,0,0,1,0,0,0
22.0,1,2,33985.0,16300.0,11.01,643,0,1,0,0,1,0,0,0,0,0
26.0,1,2,57535.0,16250.0,12.42,675,0,1,0,0,0,0,0,0,1,0
21.0,0,1,30925.0,1000.0,7.51,645,1,0,1,0,0,0,0,0,1,0
22.0,0,1,65761.0,16075.0,10.37,572,1,0,0,0,1,0,0,0,0,0
25.0,0,1,47653.0,16050.0,17.14,608,0,1,0,0,0,0,1,0,0,0
23.0,0,3,36734.0,16000.0,13.23,570,0,1,0,0,0,1,0,0,0,0
22.0,1,2,40635.0,16000.0,10.99,655,0,1,0,0,0,0,0,0,0,1
26.0,0,2,42992.0,16000.0,6.03,670,0,1,0,0,0,1,0,0,0,0
26.0,1,3,31235.0,6250.0,15.31,665,0,1,1,0,0,0,0,1,0,0
24.0,1,1,43329.0,16000.0,11.71,628,0,1,0,0,0,0,0,1,0,0
24.0,1,4,43637.0,16000.0,11.01,651,0,1,0,0,0,0,0,0,1,0
23.0,0,4,31004.0,4750.0,13.57,634,0,0,1,0,0,0,0,0,1,0
21.0,0,1,30896.0,2800.0,11.01,687,1,0,1,0,0,0,0,0,0,1
22.0,0,1,45162.0,16000.0,7.9,632,0,1,0,0,0,0,0,0,0,1
25.0,1,2,46362.0,16000.0,12.87,592,0,1,0,0,0,0,0,1,0,0
25.0,0,2,48095.0,16000.0,15.65,658,0,1,0,0,0,0,0,0,0,1
24.0,1,2,48829.0,16000.0,10.71,655,0,1,0,0,0,0,0,1,0,0
22.0,1,3,31134.0,6000.0,11.89,641,0,0,0,1,0,0,0,0,0,1
25.0,1,3,31069.0,4800.0,12.53,652,0,0,0,1,0,0,0,0,0,1
25.0,1,2,49038.0,16000.0,11.71,678,0,1,0,0,0,1,0,0,0,0
23.0,1,3,48942.0,16000.0,12.99,613,0,1,0,0,0,1,0,0,0,0
22.0,1,1,49029.0,16000.0,8.88,658,0,1,0,0,0,1,0,0,0,0
21.0,1,3,49254.0,16000.0,11.83,535,0,1,0,0,0,1,0,0,0,0
22.0,0,1,41742.0,16000.0,13.24,612,0,1,0,0,0,1,0,0,0,0
21.0,0,1,51010.0,16000.0,12.84,551,0,1,0,0,0,0,0,0,0,1
24.0,1,2,51985.0,16000.0,11.71,551,0,1,0,0,0,0,0,0,0,1
23.0,1,2,30811.0,5000.0,9.32,696,0,0,1,0,0,0,0,1,0,0
22.0,1,3,30873.0,11100.0,9.63,631,0,0,0,1,0,0,0,0,1,0
24.0,0,2,52342.0,16000.0,8.9,656,0,1,0,0,1,0,0,0,0,0
25.0,0,3,52690.0,16000.0,11.49,677,0,1,0,0,0,0,0,0,0,1
25.0,1,4,31191.0,1525.0,10.95,628,1,0,0,1,0,0,0,1,0,0
24.0,1,3,30823.0,7000.0,9.32,653,1,0,1,0,1,0,0,0,0,0
23.0,1,4,53674.0,16000.0,8.49,609,0,1,0,0,0,1,0,0,0,0
24.0,1,3,54104.0,16000.0,7.49,600,0,1,0,0,0,0,0,1,0,0
26.0,0,4,31026.0,12000.0,12.09,687,0,1,1,0,0,0,0,0,0,1
24.0,0,3,31044.0,6500.0,11.01,640,0,0,1,0,0,0,0,1,0,0
22.0,0,3,46726.0,16000.0,11.54,630,0,1,0,0,0,0,0,0,0,1
24.0,1,3,30812.0,10000.0,8.0,658,1,0,1,0,1,0,0,0,0,0
24.0,0,1,47480.0,16000.0,19.91,629,0,1,0,0,1,0,0,0,0,0
22.0,0,1,54957.0,16000.0,10.59,597,0,1,0,0,1,0,0,0,0,0
21.0,0,3,31566.0,8800.0,9.33,700,1,0,0,1,0,0,0,1,0,0
24.0,1,2,47700.0,16000.0,13.06,537,0,1,0,0,0,0,1,0,0,0
24.0,0,4,30898.0,5000.0,5.79,672,1,0,1,0,0,0,0,0,0,1
22.0,1,1,31365.0,4000.0,16.49,648,0,0,0,1,1,0,0,0,0,0
23.0,1,3,31414.0,10800.0,14.59,531,1,0,0,1,0,1,0,0,0,0
26.0,0,3,30911.0,5400.0,16.49,609,0,0,0,1,1,0,0,0,0,0
23.0,1,1,47896.0,16000.0,11.36,644,0,1,0,0,0,0,0,0,1,0
25.0,0,2,47550.0,16000.0,14.11,668,0,1,0,0,0,0,0,1,0,0
22.0,1,2,31147.0,7000.0,6.03,679,0,0,1,0,0,0,0,0,1,0
23.0,1,2,58445.0,16000.0,10.0,569,0,1,0,0,0,1,0,0,0,0
22.0,0,3,51255.0,16000.0,16.0,537,0,1,0,0,0,0,0,0,0,1
25.0,1,4,61031.0,16000.0,17.58,548,0,1,0,0,0,0,0,0,0,1
24.0,0,2,31480.0,3200.0,15.23,628,0,0,0,1,0,0,0,1,0,0
23.0,1,2,31340.0,1200.0,7.49,651,0,0,1,0,0,0,0,1,0,0
24.0,1,1,61275.0,16000.0,13.99,666,0,1,0,0,0,0,1,0,0,0
25.0,1,1,31532.0,1200.0,15.99,623,1,0,0,1,0,0,1,0,0,0
24.0,0,4,60634.0,16000.0,10.62,656,0,1,0,0,0,0,0,0,0,1
22.0,1,2,53876.0,16000.0,16.35,642,0,1,0,0,0,1,0,0,0,0
24.0,0,1,61802.0,16000.0,13.85,610,0,1,0,0,0,0,0,1,0,0
23.0,1,2,55125.0,16000.0,16.45,658,0,1,0,0,0,0,0,1,0,0
21.0,1,4,63342.0,16000.0,15.7,610,0,1,0,0,0,0,0,0,1,0
22.0,0,3,64422.0,16000.0,7.9,683,1,0,0,0,0,1,0,0,0,0
24.0,0,3,65886.0,16000.0,11.01,627,1,0,0,0,1,0,0,0,0,0
22.0,1,3,31303.0,4000.0,12.73,716,0,1,1,0,0,0,0,1,0,0
25.0,0,2,59662.0,16000.0,11.01,672,0,1,0,0,1,0,0,0,0,0
22.0,1,1,67314.0,16000.0,11.01,595,1,0,0,0,0,0,0,0,0,1
21.0,1,1,66951.0,16000.0,8.94,679,0,0,0,0,1,0,0,0,0,0
21.0,0,1,31293.0,6500.0,14.26,616,0,1,1,0,0,0,0,0,1,0
22.0,1,3,31349.0,7000.0,13.92,574,1,0,1,0,0,0,0,0,1,0
25.0,0,3,70677.0,16000.0,11.01,660,1,0,0,0,0,0,0,0,1,0
25.0,1,2,63174.0,16000.0,13.98,635,0,1,0,0,0,1,0,0,0,0
23.0,1,4,31307.0,1000.0,11.48,603,0,0,0,1,0,1,0,0,0,0
22.0,0,4,31360.0,1000.0,11.48,609,0,1,1,0,0,0,0,1,0,0
22.0,1,2,64006.0,16000.0,12.69,648,0,1,0,0,0,0,0,1,0,0
26.0,0,2,72687.0,16000.0,7.49,624,1,0,0,0,1,0,0,0,0,0
24.0,0,1,65845.0,16000.0,15.65,694,0,1,0,0,0,0,1,0,0,0
26.0,1,4,65861.0,16000.0,14.83,638,0,1,0,0,0,0,0,0,0,1
24.0,0,3,31322.0,4000.0,16.49,592,0,1,1,0,0,0,0,1,0,0
22.0,1,3,74104.0,16000.0,11.01,644,1,0,0,0,0,0,0,0,0,1
23.0,1,1,75363.0,16000.0,7.49,551,1,0,0,0,0,0,0,0,0,1
23.0,1,2,31364.0,5000.0,9.99,617,1,0,1,0,0,0,0,0,1,0
23.0,0,1,31658.0,7850.0,13.49,522,1,0,1,0,1,0,0,0,0,0
22.0,0,4,31526.0,7000.0,6.99,677,0,0,1,0,0,0,0,0,0,1
22.0,0,3,69691.0,16000.0,17.15,532,0,1,0,0,0,0,1,0,0,0
26.0,1,1,31673.0,5600.0,11.91,554,1,0,1,0,0,0,1,0,0,0
22.0,0,3,69519.0,16000.0,17.27,625,0,1,0,0,0,0,0,1,0,0
25.0,1,2,31830.0,12000.0,13.47,626,0,1,1,0,0,1,0,0,0,0
23.0,1,4,77758.0,16000.0,10.74,671,0,0,0,0,0,0,0,0,1,0
24.0,1,4,71459.0,16000.0,19.47,684,0,1,0,0,0,0,0,1,0,0
22.0,0,3,78854.0,16000.0,10.37,648,1,0,0,0,0,1,0,0,0,0
21.0,0,3,78756.0,16000.0,9.91,666,1,0,0,0,0,0,0,0,1,0
24.0,1,3,31512.0,1500.0,9.91,654,1,0,1,0,0,1,0,0,0,0
22.0,0,4,78766.0,16000.0,8.49,680,1,0,0,0,0,0,0,1,0,0
22.0,0,2,31907.0,3500.0,12.18,561,1,0,0,1,0,0,0,0,0,1
22.0,1,3,79139.0,16000.0,7.88,668,0,0,0,0,0,0,0,0,1,0
24.0,1,1,71664.0,16000.0,16.45,587,0,1,0,0,0,0,0,1,0,0
23.0,1,3,78997.0,16000.0,14.59,662,0,0,0,0,0,0,0,0,1,0
22.0,0,1,32223.0,11325.0,10.65,465,1,0,1,0,0,0,0,0,0,1
22.0,1,2,79081.0,16000.0,13.47,509,1,0,0,0,1,0,0,0,0,0
22.0,1,4,71782.0,16000.0,16.32,562,0,1,0,0,0,0,0,1,0,0
25.0,0,2,80021.0,16000.0,10.0,580,1,0,0,0,0,0,1,0,0,0
22.0,1,2,31844.0,3000.0,9.45,560,0,0,0,0,1,0,0,0,0,0
23.0,0,4,74404.0,16000.0,16.0,630,0,1,0,0,0,0,1,0,0,0
23.0,1,2,76046.0,16000.0,14.54,560,0,1,0,0,1,0,0,0,0,0
23.0,1,3,76988.0,16000.0,14.42,683,0,1,0,0,0,1,0,0,0,0
25.0,0,2,32178.0,3825.0,11.71,691,1,0,1,0,0,1,0,0,0,0
20.0,1,3,78039.0,16000.0,15.31,671,0,1,0,0,0,0,0,0,0,1
24.0,0,3,87513.0,16000.0,13.06,680,1,0,0,0,0,0,0,0,1,0
26.0,0,1,89843.0,16000.0,14.84,618,1,0,0,0,0,0,1,0,0,0
24.0,0,4,90149.0,16000.0,11.86,636,1,0,0,0,0,0,0,0,1,0
26.0,1,3,91345.0,16000.0,17.27,545,1,0,0,0,0,0,1,0,0,0
26.0,1,2,32273.0,7000.0,10.99,665,1,0,1,0,0,0,1,0,0,0
26.0,0,4,32334.0,12000.0,11.01,622,1,0,1,0,0,0,1,0,0,0
26.0,1,3,90760.0,16000.0,11.01,615,1,0,0,0,0,0,0,0,0,1
23.0,1,3,32433.0,7800.0,10.59,633,1,0,1,0,1,0,0,0,0,0
26.0,1,3,91043.0,16000.0,13.35,655,0,0,0,0,0,0,0,0,1,0
23.0,0,2,32279.0,5000.0,7.91,565,1,0,1,0,0,0,0,1,0,0
24.0,0,3,83935.0,16000.0,11.89,602,0,1,0,0,1,0,0,0,0,0
21.0,1,3,25289.0,1000.0,14.26,629,1,0,0,0,1,0,0,0,0,0
25.0,1,1,32251.0,10000.0,5.79,517,1,0,0,1,0,1,0,0,0,0
23.0,1,3,31937.0,2000.0,10.36,643,0,0,0,1,0,0,0,0,1,0
22.0,0,1,32056.0,4000.0,9.25,542,1,0,1,0,0,0,0,0,1,0
21.0,1,1,32410.0,6000.0,5.79,633,1,0,0,1,0,1,0,0,0,0
25.0,1,3,29563.0,1000.0,11.49,682,1,0,0,0,0,0,0,1,0,0
24.0,1,2,29548.0,1000.0,17.99,631,0,1,0,0,0,0,0,0,1,0
23.0,1,4,32165.0,10000.0,11.01,567,0,1,1,0,0,0,1,0,0,0
21.0,0,1,29451.0,1000.0,10.99,546,0,1,0,0,0,0,0,1,0,0
22.0,1,3,29839.0,1000.0,12.84,444,1,0,0,0,1,0,0,0,0,0
21.0,0,2,30774.0,1000.0,13.98,641,1,0,0,0,0,1,0,0,0,0
26.0,1,3,30751.0,1000.0,14.65,560,1,0,0,0,0,0,0,1,0,0
22.0,0,4,31240.0,1000.0,15.95,682,0,1,0,0,1,0,0,0,0,0
26.0,0,3,32280.0,8500.0,16.45,684,0,1,0,1,1,0,0,0,0,0
